Text,
Sản phẩm mua ở CT  Cứng cáp   chắc chắn kê máy giặt lên cao nhưng lại làm máy giặt rung như ngựa lồng  Gọi bảo trì hàng lg xem và nói loại máy của mình không thể dùng sản phẩm này  và tháo ra  máy giặt lại êm ru như ngày nào Buồn 1 chút nhưng thôi  để dùng cho tủ lạnh                   ,
Mình mua loại viền trắng nhưng lại giao full đen  chân bằng nhựa chứ không phải inox như trong ảnh  Lên xem nhận xét thì thấy nhiều người cũng bị giống mình  Sao tiki không xử lý sớm đi nhỉ  Phí ship tận 30k mà mua hàng chả thấy hài lòng gì cả                   ,
ghi là inox cao cấp mà mình nhận là nhôm & rất mỏng manh  mình order kích thước 55 77cm  Tiki giao ghi rõ bên ngoài y kích thước luôn  nhưng mở ra cái hộp là 48 60cm rất nhỏ  rất không hài lòng                   ,
Đặt hàng kệ chân đế máy giặt  tủ lạnh inox cao cấp 55x77cm  inox dày 1mm Thực tế nhận hàng kích thước không đúng đơn đặt hàng  kích thước thực tế là 48x60cm và thanh inox chỉ dày 5 dem  tức 0 5 mm                  ,
Mua hàng mà đưa thiếu 1 đinh vít  1 đinh vít bị hỏng  muốn bán cho nhanh mà không kiểm tra hoặc cố tình như thế  Đề nghị tiki xem lại đi nhé  Nếu còn gặp trường hợp này lần nữa thì sẽ không mua trang tiki nữa                   ,
Hàng cực tốt  Xài rất êm máy  không rung lắc và dễ lắp ráp theo kích cỡ trong tầm 55 77cm  Khung inox chắc  đệm cao su chống rung tốt  Rất hài lòng với sp  Bonus cái ki hốt rác                   ,
cực kỳ không hài lòng với đối tác lắp đặt máy lạnh của Tiki  khi tới lắp thấy mình có sẵn ống đồng thì tỏ rõ thái độ khó chịu  rồi đòi phí vệ sinh ống đồng 500 nghìn  sau đó gợi ý lắp ống mới vì giá tương đương  3m ống   lắp cục nóng thì kêu như máy xay gạo  rung ầm ầm  mình bảo kiểm tra lại thì nói máy lạnh mới nó vậy  để vài ngày là hết nhưng tới nay đã 2 tuần vẫn còn kêu  Đề nghị Tiki cho người qua kiểm tra lại giúp tôi                ,
nhà mình chung cư đường ống có sẵn  thà tiki đừng miễn phí lắp đặt  đã miễn phí thì kỹ thuật phải đàng hoàng  đến lắp bảo phải xúc ống đồng máy lạnh đòi 300k mình không đồng ý thế cũng miễn cưỡng lắp  Được mấy lần đầu bật thì mát  đến bây giờ hết mát luôn  Kỹ thuật không lắp mà còn phá thì chịu thua luôn                  ,
Hôm nay  nhân viên lên lắp đặt máy lạnh cho căn hộ của tôi  báo là cần xúc ống đồng gì đó  và tốn phí 300 000VND  nhưng khi tôi hỏi xuất hóa đơn thì báo là tiki xuất  tôi gọi lên tổng đài tiki 2 lần thì báo là bên đối tác lắp đặt xuất  Sau khi gọi qua lại 2  3 lần  tôi chưa được cung cấp thông tin đối tác lắp đặt là ai đơn vị nào tại sao không xuất hóa đơn phí dịch vụ xúc ống đồng cho tôi  Tôi lại gọi cho chính kĩ sư trưởng tòa nhà  báo là căn hộ cao cấp  lắp sẵn dây đồng  không lý nào lại cần xúc ống đồng   Tôi tin rằng hành đồng này hoàn toàn không hợp lý và cần 1 lời giải thích rõ ràng nhất  Cuối cùng  tôi không đồng ý dịch vụ xúc ống đồng vì tôi không tin tưởng phía lắp đặt  Tôi chỉ tin anh kĩ sư trưởng vì anh ấy tư vấn cho tôi hoàn toàn miễn phí và hoàn toàn không có 1 lợi ích gì từ việc này  Tiki vui lòng cho 1 lời giải thích rõ ràng  cụ thể vì đây cũng là việc làm ăn kinh doanh  ảnh hưởng đến uy tín của tiki  Cảm ơn        ,
Về thương hiệu và chất lượng Sharp thì không có gì phàn nàn  Về giao hàng  phải gọi bên chăm sóc khách hàng để hối vụ lắp đặt  Sau đó thì gặp được bạn nhân viên lắp đặt vui vẻ  dễ tính và cẩn thận kĩ lưỡng                   ,
Máy giao nguyên đai nguyên kiện  chất lượng cũng ổn  Nhưng thật sự bức xúc cái chuyện giao hàng trễ  khách hàng đã đặt Now  chấp nhận trả phí để nhận gấp thế mà vẫn giao trễ  May là a shipper cũng nhiệt tình dễ thương  anh lắp đặt cũng rất là ổn luôn  Chứ thôi chắc huỷ luôn cái đơn cho rồi  Haizzzzzz                ,
Vừa lắp máy xong  chạy test thử thì cục nóng kêu rất ồn  Nhân viên lắp ráp cũng bảo có vấn đề nhưng không dám kiểm tra  cần bên hãng kiểm tra mới đúng thủ tục  đã có ghi thông tin và tiki đã liên hệ xác nhận tình trạng  Thông tin sẽ có bên hãng Sharp xuống kiểm tra có phải lỗi không nhưng đã 4 ngày chưa ai đến kiểm tra  Đã liên hệ với tiki lần 2 hôm nay  nhưng vẫn không có phản hồi thoả đáng  Tình trạng sử dụng trong lo lắng liệu có an toàn không                    ,
ổn máy    lạnh  không lạnh thì chắc là máy nóng  Này là cái thứ 2 lắp phòng bên cạnh của phòng bên cạnh  Khi nào có vợ có con sẽ lắp thêm phòng bên cạnh  phòng bên cạnh của phòng bên cạnh hiện đang mát và ngủ rất ngon  Xin hết                    ,
Chi phí vật tư phát sinh cao ống đồng phải mua 3m trở lên mới được bảo hành tổng chi phí phát sinh là gần 700k cộng với giá thành sản phẩm không rẻ hơn giá thị trường                  ,
Máy chạy tốt  rất mát và dễ chịu  Giao hàng vui vẻ nhiệt tình  giúp mang lên tận phòng chung cư  Lắp đặt ngay hôm sau  thao tác nhanh gọn  hơn 1 tiếng thôi   thái độ vui vẻ                 ,
sản phẩm không như mong đợi  Lạnh rất yếu  Không biết giờ tính sao  mong hãng xuống xem gấp chứ như vậy có máy lạnh mà như không                    ,
Mình nhận hàng vào chiều thứ 6  đến hết ngày thứ 7 không thấy ai qua lắp đặt  sáng chủ nhật mình mở hộp ra tính tự lắp thì nhận ra rằng mặt kính của tivi phần dưới bị vỡ  ảnh đính kèm   Mình lập tức gọi điện và email cho Tiki  Tiki nói sẽ xem xét và đến hôm nay trả lời là không giải quyết  Trang chăm sóc khách hàng của Tiki nói là sẽ đổi trả nếu liên hệ trong vòng 48h  nhưng mình làm đúng theo như vậy  bây giờ tiền mất tật mang với chiếc tivi vỡ này  Nếu như bạn đang đọc những dòng này  có nghĩa là Tiki vẫn CHƯA giải quyết cho mình  Mình hy vọng Tiki làm đúng với lương tâm  Còn nếu như Tiki nhất quyết không đổi  mình sẽ không xoá bài này   hy vọng các bạn mua cảnh giác  đừng bị tiền mất tật mang như mình  Mã đơn hàng  603459947  Ngày đặt hàng  03/02/2020  Giao hàng ngày thứ 6  07/02/2020             ,
chọn sản phẩm của điện máy city  hàng chính hãng  sản xuất tháng 7 2019  nguyên seal  nhân viên giao hàng nhiệt tình nhưng mình tự lắp đặt vì nhân viên bận đếm tiền  toàn tờ 100k     đặt thứ 7 thì sáng thứ 2 đầu tuần đã có hàng  nhanh hơn dự kiến 1 ngày                ,
Sản phẩm chất lượng   tốt   nhưng nhân viên giao hàng của Ninja Van gì đó nói tới nói lui mất thời gian  Sau khi giao hàng xong liên hệ Tiki để kích hoạt bảo hành điện tử rất khó khăn  Lúc nào tổng đài cũng bận  Mong Tiki sớm kích hoạt bảo hành điện tử cho mình  Cảm ơn tiki                  ,
Mình mua đồ tiki hoai  Lần đầu tiên nhận được hàng kiều vầy  Tivi bị một mảng to trên tivi và nguyên vết dọc và vết ngang  Mình thấy thất vọng vì trước giờ mua đồ diện tủ của tiki lần đầu nhận được sản phẩm lỗi kiểu vầy                     ,
 Mình cũng đã mua tive này   Mọi chuyện chỉ là giao hàng   không cho kiểm   không hổ trợ xác nhận bảo hành   không hổ trợ gắn  mình hỏi nhân viên giao hàng luôn nhận được câu trả lời là không biết    e chỉ giao thôi    Mọi vẫn dề gắn và kích hoạt bảo hành sẽ hổ trợ sau  Nhưng đến giờ là gần tháng rồi vẫn chưa thấy been bán và TIki phản hồi                      ,
Tiki giao hàng chậm hơn 1 ngày so với thông báo  Sáng thứ 3 tức ngày 3/9 mình nhận được tin nhắn thông báo giao hàng và chờ cả ngày nhưng không ai liên hệ để giao cả  Tối thứ 3 có bạn nhân viên báo ngày mai sẽ giao nhưng cũng không thông báo giờ nào  Trưa thứ 4 mới có người giao cho mình  Tiki xem xét lại vấn đề này để tránh việc chờ đợi vô ích của khách hàng nhé                     ,
Tivi thì mẫu mã hình ảnh đẹp   nhân viên giao hàng thân thiện   nhưng mình mua tặng cho người nhà dùng tại Mỹ Hạnh nam   Đức Hoà   Long An   Chỉ cách T/p Hồ Chí Minh 1 cái cầu Tỉnh lộ 9 thôi      mà Tiki đã trả lời rằng không có dịch vụ giao hàng   lặp ráp   cài đặt và hướng dẫn sử dụng   Hiện giờ gia đình phải tự mò mẫn để sử dụng tạm   nhưng về phần nối dây để sử dụng Karaổne bằng đầu thu kỹ thuật số      và nhiều ứng dụng khác nữa    gọi công ty LG hổ trợ thì lại đòi phí      mình đang chờ xem phí bao nhiêu     nhưng chưa thấy trả lời    rất buồn            ,
Giao hàng nhanh hơn dự kiến nhưng giao xong 3 ngày không có người đến lắp đặt  Gọi điện thì tổng đài luôn bận  không có người nghe máy  cho nghe nhạc chờ mà lại tính phí gọi điện  Chất lượng thì chưa biết thế nào vì giao hàng xong không lắp đặt nên vẫn để nguyên trong hộp                   ,
Tivi ổn trong tầm giá  Ít ứng dụng nhưng đủ dùng  Xem được phim bằng web là ổn rồi  Còn tiki giao hàng chậm  có dùng tikinow24h mà mua từ trưa hôm trước đến chiều tối ngày hôm sau mới giao  Gọi cskh thì không nhiệt tình lắm                    ,
Tiki giao hàng nhanh  tivi khi nhận nguyên vẹn  dùng tốt    Nhưng mà so với cái LG đời 2018 49SJ80                  ,
0T cũ nhà mình đang dùng thì cái 7400 này không bằng    Hơi thất vọng vì tivi dày quá mức tưởng tượng                     ,
tivi thấy xem lúc đầu rất tốt đóng gói cẩn thận giao hàng nhanh mình sẽ giới thiệu sản phẩm cho nhiều người  hy vọng chất lượng đảm bảo lâu dài                     ,
Thời gian giao hàng khá lâu  ngoài ra có 2 vấn đề là tivi chính hãng nhưng miếng dán bảo vệ màn hình không có   như kiểu hàng trưng bày   và khi mở tivi lên thì bị hở sáng lốm đốm trắng nhiều  đề nghị tiki kiểm tra lại chất lượng hàng hóa                   ,
Nhân viên giao hàng lịch sự  nhưng thời gian giao hành hơi lâu  chậm hơn 3 ngày   Ngoại quan tốt  hình ảnh đẹp  âm thanh tốt nhưng mình dùng soundbar nên không quan tâm lắm  chất lượng sau này thì khó nói trước được                ,
sản phẩm giao mới nguyên đai nguyên kiện  lắp dễ dàng nhưng cần có 2 người để mang lên kệ  chất lượng hình ảnh tốt  xử lý nhanh nhưng nhận dạng giọng nói không có tiếng việt                 ,
dây nguồn găm vào tivi bị lỗi giống hàng lô vậy  chạm nhẹ vào dây là mất nguồn  Sợ sẽ ảnh hưởng tới tuổi thọ và chất lượng tivi về lâu dài  Kính mong nhận được sự phản hồi sớm nhất                    ,
giao hàng đi các tỉnh nhanh đóng gói bên ngoài không có bọc xốp và túi chống sóc xin luu ý với shop và bộ phận đóng gói tivi xem nghe ổn so với giá đô bền chưa biềt                    ,
Tivi mình mua bọc cẩn thận  xem không vấn đề gì nhưng dùng được hơn 2 tuần rồi mà không thấy kích hoạt bảo hành cho mình  Bên hỗ trợ khách hàng xem lại giúp nhé  Thanks                   ,
mình phát hiện tấm phim garanti không có  yêu cầu đổi trả thì cả nhà cung c lẫn tiki đều từ chối  không cung cấp được cho mình video mở hộp sản phẩm mới để xem                  ,
Sau khi nhận hàng 1 tuần lễ mình kiểm tra bảo hành thì vẫn chưa thấy tiki kích hoạt bảo hành cho mình  mong tiki sớm kích hoạt bảo hành giúp nhé  cảm ơn                   ,
Tôi có mua Tivi LED Samsung 32 inch HD UA32N4000AKXXV   Hàng chính hãng được vài tháng bây giờ mở không được  cổng HDMI bị lỗi hay sao  Tivi vẫn còn thời gian bảo hành vì mua trên Tiki nên việc bảo hành hơi bất tiện  tôi ở Hòa Thành Tây Ninh nếu có trạm bảo hành nên đến kiểm tra giúp tôi  Tôi có gọi tổng đài nhưng tổng đài yêu cầu tôi biết chút ít kỹ thuật để bên đó hỗ trợ  đâu phải bạn nào mua Tivi cũng cần biết kỹ thuật chứ                 ,
Sau khoảng 3 tháng sử dụng thì tivi bắt đầu có tình trạng nháy và xanh màn hình  Tệ hơn cả là nhiều lúc đang coi phim thì tivi tự đồng tắt  ngắt nguồn không rõ lý do khi mà gia đình không ai đụng tới bộ điều khiển hay các nút bấm trên tivi  Tháng đầu sai rất ngon lành nhưng càng về sau càng tệ dần  chất lượng không ổn định  Không biết là bên tiki có hổ trợ kiểm tra hàng không Chứ cảm thấy thất vọng quá                   ,
Giao hàng nhanh  nhưng không lắp đặt như cam kết gọi điện 3 lần đều trả lời là sẽ thông báo cho bên kỹ thuật qua lắp  Buồn ghê nhà toàn phụ nữ vs người lớn tuổi sao lắp được  Mai rãnh nên tự lắp nên vào đây đánh giá để trang nâng cao chất lượng dịch vụ đúng với những gì cam kết vs khách hàng                    ,
cứ tưởng có chữ smart  nhưng về nhà không thấy chỗ cấu hình wifi đâu cả @   Lại phải mua thêm cái box androi nữa  Hình ảnh khá tốt  nhưng âm thanh thì không ưng mấy  Nên thêm một ít tiền  khoảng 500k  để mua dòng smart thì sẽ tốt hơn                  ,
Đã đặt mua và đang sử dụng  tốt trong tầm giá  về bắt an viên vệ tinh coi hd đẹp  giá lúc mua sale 4590k  với giá này mà samsung là không có gì phải bàn  ai muốn giá tàm 5tr mà hàng chất lượng thì quá ổn               ,
Sản phẩm tốt  nguyên tem mác  giá rất tốt so với các đơn vị bán hàng khác  Đặc biệt là Nhân viên lắp đặt rất tận tình  chu đáo                  ,
Tôi mua tivi nhận hàng 14giờ  ngày 3/4  nhưng đến tối cũng không có người đến lắp ráp là sao  mà cũng không ai gọi đt hẹn gì hết                 ,
Ông bà mình xem ở quê rất tốt  Phù hợp với nhu cầu xem truyền hình  không cần xem youtube hoặc kết nối internet                    ,
giao hàng nhanh  có người đến cài đặt  nhưng không hiểu sao tivi âm lượng nhỏ dù mình đã chỉnh đến số 70/100                   ,
Giao hàng nhanh  đúng chủng loại  nhưng người giao không cho xem hàng mặc dù trên phiếu giao hàng có ghi được xem hàng                  ,
Đặt hàng ngày 28/8  ngày giao hàng là 3/9  Cuối cùng giao trễ 4 ngày  Hàng thì không cho kiểm trước mà buộc phải thanh toán  Thanh toán xong cắm điện thì thấy giao nhầm cái tivi bị lỗi  Đổi trả mà tới giờ là ngày 13/9 vẫn chưa thấy tông tích  Quy trình và thủ tục làm việc thấy không thật sự hài lòng                    ,
Chất lượng tốt về hình ảnh   âm thanh   có nhiều ứng dụng và nhận wifi nhanh và mạnh  Đóng hàng kĩ lưỡng và giao hàng trước hạn  Giá cả quá tốt so với smart tivi 4k của các hãng khác dù chất lượng ngang ngửa                    ,
1  tivi không thiết kế để treo tường  giờ không biết làm sao để treo được nữa  2  tiki giao hàng chậm 5 ngày so với dự kiến                 ,
Hình ảnh đẹp  chất lượng tốt  Xem phim 4K không nén trên không di mượt  mỗi tội không hỗ trợ Netflix                     ,
Giao hàng cực nhanh  Phục vụ cực tốt  Tivi cực rẻ  Chất lượng cực chất  AI cực thông minh                     ,
tivi rất đẹp  đóng gói rất cẩn thận  nên mua                     ,
Giao hàng nhanh  sản phẩm quá tuyệt                   ,
vì giá sản phẩm như vậy là tốt rồi còn tuổi thọ tivi dùng mới biết                    ,
Chất lượng màn hình tốt phải để xem thời gian sau thế nào                    ,
Sản phấm ổn nhưng đối tác giao hàng của Tiki  Giao hàng nhanh  giao hàng không đúng hẹn   nói chuyện khó nghe  xem thường khách hàng  Theo lịch là thứ 7 sẽ giao hàng  chờ hoài nên trưa có gọi tổng đài GHN 18006328  nhân viên nói sẽ giao trong ngày  làm chờ đợi mãi  Sang chủ nhật 1g trưa gọi 15p nữa sẽ giao hàng  mình từ nơi khác chạy về  tìm hoài không thấy đâu  gọi rất nhiều lần không nghe máy  Mất toi 2 ngày chờ đợi  Mình lại gọi tổng đài phản ánh lại không 1 câu xin lỗi cũng như xử lý cho rõ ràng  Cũng vì vận chuyển  mình đã hủy đơn hàng 1 lần rồi  mình cũng không muốn hủy lần 2  Sang thứ 2 trưa 1g lại gọi  cũng chờ   cũng gọi cho nhân viên giao hàng rất nhiều lần   vì quá mệt nên người nhà mình ráng chờ để nhận được hàng luôn  Cả nhà mình thường xuyên mua hàng Tiki với giá trị lớn vì rất th việc giao hàng đúng giờ  Nhưng 2 lần đặt hàng tivi với đối tác GHN  mình quá thất vọng  Mong rằng Tiki nên có động thái làm việc tích cực hơn với đối tác  tránh mất uy tín        ,
Mình đã mua và dùng nhiều dòng Tivi Sony trong vòng 6 năm nay rồi  Theo đánh giá của mình thì chất lượng hình ảnh Sony rất tốt tinh chỉnh các ứng dụng Android nhạy đối với tivi hiện tại  không biết theo thời gian có còn nhạy như vậy không  vì mình có sử dụng tivi 43inch cua Sony mua năm 2016 đến bi giờ thi thấy chạy các ứng dụng hơi chậm  và loa những dòng Android của Sony thì hơi yếu  có lẽ chiến lược Sony muốn người dùng mua Loa theo tivi  không giống như những tivi Samsung mình từng thấy  loa của họ rất lớn  nhưng theo thời gian thì hư rất nhanh và màn hình xuống màu  1 điểm mình rất thích ở Tivi Sony là Sony cho phép mình tùy chỉnh âm thanh như khuếch đại âm thanh  cân bằng      hình ảnh như độ sắc nét  tương phản    mà những điểm đó mình không thấy ở Samsung  Ngoài ra  mình để ý 1 chi tiết  Sony họ cân bằng âm lượng được đầu ra tốt còn Samsung họ không làm  tivi Samsung màn hình cong mình từng trải nghiệm   nghĩa là khi bạn bật âm lượng 50  thì cho dù nội dung âm thanh có như thế nào thì đầu ra vẫn là 50  còn tivi Samsung rất ngộ  cho dù âm lượng bạn cố định thì nội dung âm lượng nhỏ thì bạn phải tăng volumn  còn to quá bạn phải giảm bằng tay  điều đó rất phiền toái  Mình không biết là Samsung họ đã thay đổi chưa  nhưng nếu ai đi mua tivi thì nên lưu ý điểm này  Tóm lại  ai quan trong chất lượng hình ảnh  thì theo mình Sony là lựa chọn tốt  Điểm chưa tốt là Tivi Sony giá luôn cao hơn các thương hiệu cùng phân khúc ,
tivi xem rất thích mượt mà Việc giao hàng và lắp đặt là hai lần khác nhau  bạn phải hẹn cả hai lần thì tivi mới sẵn sàng để xem  đối tác giao hàng thì hẹn thứ 7 gởi tin nhắn nhưng không tới làm mình sắp xếp ở nhà  vậy là rất thiếu chuyên nghiệp  đối tác lắp đặt thì dễ thương chiều khách                 ,
Tiki thông báo địa điểm giao hàng xe tải không lưu thông trong giờ nên để nhà cung c giao bằng xe máy và chậm hơn so với dự kiến  chất lượng của Sony thì thì khỏi bàn vì màu sắc trung thực và tính ổn định cao                     ,
Màu sắc đẹp  thật màu hơn các thương hiệu khác  ít hao điện chỉ 107W/h  âm thanh thì tôi chỉ nghe bằng loa ngoài thôi  miễn đánh giá                  ,
Bên vận chuyển giao hàng sớm hơn hẹn  nhiệt tình  Tivi ổn  phải tự lắp ráp và tự tìm cách lắp đặt các ứng dụng trên tivi                   ,
Tiki không có trách nhiệm với khách hàng biết bán hàng tiền rồi thôi không cho nhân viên tới lắp đặt để khách hàng tự lắp đặt                    ,
giao hàng xong dặn là đợi lắp đặt xuống mới được mở gói hàng đợi mãi vẫn không thấy đến                    ,
sản phẩm ổn nhưng đối tác giao hàng của Tiki  cụ thể là Ninja  giao hàng k0 đúng hẹn   nói chuyện khó nghe  xem thường khách hàng                   ,
tiki giao hàng nhanh  hỗ trợ bảo hành tốt  tivi xem sắc nét  chất lượng  Rất hài lòng về sản phẩm này                  ,
Thiết kế viền mỏng khiến tivi có vẻ ngoài sang trọng và giúp loại bỏ cảm giác phân tâm khi xem  Tấm màn IPS của LG hạn chế tốt va chạm nhẹ  trầy xước  ấn tay trực tiếp không bị loe  dễ lau chùi  Với công nghệ Nano Cell 2 cho màu sắc hiển thị mượt mà  cận trung thực  không bị quá chói màu như các hãng khác  đặc biệt hiển thị màu đen rất tốt mang lại trải nghiệm thích thú khi xem những bộ phim hay chơi game  Đặc biệt HĐH WebOS cùng remote như trỏ chuột sử dụng rất thích  nhanh và tiện khi tìm kiếm không bị khó chịu và gò bó trong việc bấm từng phím để gõ chữ  Sau OLED  đang còn khá đắt  thì Nano Cell của LG rất xứng đáng để cân nhắc khi mua              ,
* Điểm tốt  Sản phẩm như thông tin mô tả  chất lượng âm thành hình ảnh ổn  Tiki CS hỗ trợ nhanh chóng  nhiệt tình  Đội lắp đặt làm nhanh chóng  sạch sẽ  gọn gàng và có hướng dẫn sau khi lắp đặt xong  Bên giao hàng cẩn thận  * Điểm cần cải tiến  Giao hàng trễ so với hẹn trong đơn hàng ban đầu  Lắp đặt và giao hàng không đi chung  nên phải liên hệ nhiều lần               ,
Viền mỏng  hình ảnh sắc nét  điều khiển giọng nói chính xác  Coi phim cung đấu  điện ảnh mê luôn                 ,
Mình đã nhận sp  Chất lượng tốt  Nhân viên giao nhiệt tình  nhưng không bít do tết nhìu đơn hay ntn trong phần combo mình có free v/c và lắp đặt thì nhân viên chỉ vân chuyển vào sảnh không có v/c lên lầu và lắp đặt                    ,
Hiện tại chưa có gì bất ổn  Xong liên quan đến kích hoạt bảo hành  Tiki không thèm kích hoạt cho khách hàng hay sao Đã hơn 2 tuần rồi  check bảo hành cúng không có thôg tin phản hồi                    ,
Tivi LG khoái mỗi cái điều khiển của nó  còn về chất lượng thì dùng được 4 tháng chưa thấy lỗi gì  Mua cho bọn trẻ con nhà xem youtube là chính nên cũng không review được gì thêm                    ,
Xứng đáng với giá tiền  nanocell màu đẹp và rất sâu  Xem youtube 4k hoặc các nguồn chất lượng mới thấy rõ sự tiến bộ so với đời trước                    ,
tivi rất đẹp  âm thanh hay  độ net cao và màu sắc trung thực mình thích  dịch vụ giao hàng của tiki chuyên nghiệp                      ,
mình có mua con uk7500pta hồi năm ngoái  năm nay mua con này thì hình ảnh nét  mượt mà hơn khá nhiều  hài lòng                    ,
sản phẩm tốt  mỗi tội ông kỹ thuật khống đến lắp phải tự lắp  thiếu mấy con ốc                    ,
mic âm rất vang nếu bạn nào thích hát thì mua giá này quá ổn  còn mình chỉ dùng để dành thuyết trình  tặng kèm theo pin sạc nữa  quá đã nói chung canh mức 219k  239k là ổn quá xá luôn                    ,
Hàng đóng gói đẹp  giao cũng tương đối nhanh  Mới test thì ổn lắm rồi đó mà không biết thời gian sử dụng sao                   ,
Micro hát rất hay cực dễ hát trong tấm giá micro hát cực nhẹ nói trong là rất hài lòng ạ                    ,
sản phẩm tốt   giá cả hợp lý   hàng đúng mẫu  giao nhanh                 ,
Test mãi không lên  hoá ra bị bong mối hàn ở bên trong mic                   ,
Âm lượng bé  không hút âm  phải kê rất sát                   ,
Để micro gần loa hơi bị hú  ổn so với giá                    ,
Hàng ổn âm thanh tốt  Sóng trong không bị nhiễu tín hiệu                    ,
ca không hay chỉ để thuyết trình thì ổn                   ,
Sản phẩm đẹp giá hợp lý sử dụng tốt                   ,
Sau 2 tuần dùng thử thấy rất hài lòng  Làm lạnh nhanh  không đóng tuyết  Khử mùi thì chưa biết vì tủ mới dùng  Đặt mua thứ 6  thứ 2 đã nhận hàng rồi  Nhân viên giao hàng có xe đẩy vào tận nơi  Hàng hơi bị móp 1 xíu chỗ miếng sắt ốp phía sau nhưng không đáng kể  đằng nào cũng quay vào tường  Giá rẻ hơn ở ngoài gần 1tr  Cảm ơn Tiki                  ,
Vận chuyển đến cho mình rồi xong để đó  bảo mình sẽ có nhân viên kỹ thuật tiki gọi lại sau 48 giờ để đến lắp đặt  Nhưng chờ hoài không thấy đâu  gọi điện lại thì toàn cúp máy không nghe  Tại sao lại phải làm vậy  làm việc không thấy đàng hoàng gì  Thấy có người mấy người khác cũng bị như vậy  tiki kêu sẽ cố gắng hoàn thiện mà sau một năm mình mua vẫn vậy  Tiki chỉ nói xuông mà không hành động               ,
Nhận hàng trong ngày rất nhanh   nhân viên giao hàng nhiệt tình   Sản phẩm hoạt động tốt   không trầy móp   đã dùng 2 ngày thấy máy chạy rất êm ghé tai sát vào cũng không nghe tiếng ồn   làm đá trong 1 tiếng 30   Dung tích lớn vừa phải   để đồ thoải mái   chế độ tiết kiệm điện tốt   ngày dùng 1không điện   Rất hài lòng về sp             ,
Hẹn giao hàng thứ 6 nhưng trưa thứ 7 mới giao hàng  nhưng do hàng cồng kềnh nên mình cũng thông cảm  Tủ to để đồ thoải mái  làm đá nhanh dù mình để ở mức làm trung bình                    ,
tủ lạnh chạy êm  làm lạnh nhanh  Người giao hàng nhiệt tình   chở hàng bằng oto có móp một tý ở bên hông nhìn kỹ mới thấy  có xe đẩy vào và hỗ trợ bê lên tầng 4 nhà mình  lắp đặt tư vấn nhiệt tình                 ,
Giao hàng nhanh  nhiệt tình nhưng tủ bị móp một số chỗ ở cửa dưới  Bảo hành ghi trong phiếu bảo hành chỉ còn 6 tháng  Tủ làm lạnh nhanh  tiết kiệm điện  chạy không ồn lắm  Hợp lý so với mức giá                 ,
được giao tủ mới cóng sản xuất tháng 5 2020  chạy êm  tốt  vừa đẹp với không gian và nhu cầu                    ,
Giao hàng nhanh  nhân viên giao hàng nhiệt tình  Sản phẩm không bị va đập do chở bằng oto chắc chắn  Làm lạnh nhanh  không gian rộng                   ,
Tủ đẹp  êm  nhân viên của gia khang giao luôn  rất nhiệt tình  nói chung đến giờ thì mọi thứ rất ổn  Đáng tiền                 ,
1/ Dàn nóng khi vừa khui thùng đã bị bung nắp và thiếu ốc  phải nhờ thợ sửa lại hết 300k để gắn liền chứ không đổi trả được vì Tiki sẽ chây ì 1 tháng theo trình tự  2/ Mình có đặt gói lắp đặt 2h giá 149k nhưng nhân viên đến trễ  sau 20h chứ không trước 20h như đã thông báo   báo giá trên trời  950k chưa tính công lắp đặt so với 780k đã gồm công lắp đặt  chủ yếu để mình sợ trễ mà lắp đại  Mình ghét nên kêu đi về  chịu nóng 1 đêm đâu có chết đâu mà lo  Tính ra là mua mắc hơn 450k so với ở ngoài nhưng là mua sản phẩm bị lỗi                  ,
Hàng giao nhanh do chọn phần tikinow   tốn 150k lắp đặt chi phí nhanh trong 2 tiếng   mình mua hàng nghĩ có bao phần dây điện ống đồng tiêu chuẩn 3 5m nhưng không có nên tốn 15m dây điện   inhân viênerter đi 5 dây điện   với đồng ống nước 3 5m tổng chi phí lắp đặt 850k   Cục nóng chạy êm hơn   hàng sản xuất 2/2020                 ,
quá thất vọng với cách làm việc của tiki  trước khi đặt mua đã gọi tổng đài hỏi có hỗ trợ lắp đặt không thì được báo là máy có hỗ trợ lắp đặt  đợi 3 ngày giao hàng và nói là trong vòng 48h có người lắp đặt và đến giờ là 60h vẫn chưa thấy ai  gọi lên tổng đài hỏi thì được báo là sản phẩm của a không hỗ trợ lắp đặt và thông báo thu phí mình cũng ổn chấp nhận thu phí hẹn tối đa 3h có người lắp  ngồi đợi đến 4h vẫn không thấy ai     gọi lên tổng đài được thông báo đợi từ 24h > 48h nữa     dịch vụ của các bạn tốt thật đấy biết vậy mua ngoài cửa hàng cho đỡ mang cực tức vào người      cayyyyy                  ,
Hôm bữa lắp đặt mình không test rò điện  đến hôm cuối tuần rồi  loay hoay bị giật cái băng  xong rồi là đo thì thấy bị rò điện tới 110v  đề nghị tiki giải quyết vụ này giúp                   ,
rất không hài lòng  đổi trả lần sản phẩm vẫn bị móp méo  giao hàng nói để kiểm tra hàng mà không cho kiểm tra hàng trước khi nhận                     ,
Nhân viên đặt hàng dùm  nhanh  nhiệt tình  hỗ trợ lắp đặt sớm  máy lạnh mới lắp chạy êm  mát                ,
Mình mới dùng được mấy ngày thôi nhưng cảm thấy máy chạy cũng ổn  hy vọng sẽ tốt hoài  tốt hoài  Haha                  ,
